word,phonetic,pos,def,example,syn,ant,tags,premium,stub
Habituate,,verb,To act in a way related to the idea of: Used to.,"She underlined habituate while reviewing the ""Used to"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Hackney,,adjective,Describing something related to: Ordinary / unoriginal (−).,"She underlined hackney while reviewing the ""Ordinary / unoriginal (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Hail,,word,Expressing praise or admiration.,Reviewers hail the author for turning complex ideas into clear prose.,,,GRE|GMAT|IELTS,false,false
Hapless,,adjective,Describing something related to: Lucky / x unlucky.,"In the ""Lucky / x unlucky"" word cluster, hapless helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Harangue,/həˈræŋ/,noun,A lengthy aggressive speech.,Her closing harangue reminded the audience why the issue mattered.,"tirade,diatribe","conversation,dialogue",GRE,true,false
Harbinger,,word,A vocabulary term from the group: Happening before main event.,"In the ""Happening before main event"" word cluster, harbinger helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Haughty,,noun,"A person, thing, or quality related to: Overly proud (−).","In the ""Overly proud (−)"" word cluster, haughty helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Head-On,,word,A vocabulary term from the group: Avoid / dodge.,"In the ""Avoid / dodge"" word cluster, head-on helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Heedful,,adjective,Describing something related to: Cautious / careful / x risky.,"She underlined heedful while reviewing the ""Cautious / careful / x risky"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Heinous,,adjective,Describing something related to: Horrifying / shocking.,"She underlined heinous while reviewing the ""Horrifying / shocking"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Heresy,/ˈher.ə.si/,noun,Belief contrary to orthodox doctrine.,The essay turned on the heresy introduced in the opening paragraph.,"dissent,nonconformity","orthodoxy,conformity",GRE,true,false
Heretical,,adjective,Describing something related to: Rebellious / unconventional.,"She underlined heretical while reviewing the ""Rebellious / unconventional"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Heterodox,,word,A vocabulary term from the group: Rebellious / unconventional.,"In the ""Rebellious / unconventional"" word cluster, heterodox helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Heterogeneity,,noun,"Similar in nature, quality, or appearance.","In the ""Being-alike"" word cluster, heterogeneity helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Hiatus,,word,"A temporary pause, break, or gap in continuity.","In the ""Interval / pause"" word cluster, hiatus helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Hidebound,,word,A vocabulary term from the group: Rebellious / unconventional.,"In the ""Rebellious / unconventional"" word cluster, hidebound helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Hideous,,adjective,Describing something related to: Horrifying / shocking.,"She underlined hideous while reviewing the ""Horrifying / shocking"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Hinder,,word,A vocabulary term from the group: Restrict / stop / prevent.,"In the ""Restrict / stop / prevent"" word cluster, hinder helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Hindsight,,word,A vocabulary term from the group: Remembering the past.,"In the ""Remembering the past"" word cluster, hindsight helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Homogenity,,noun,"Similar in nature, quality, or appearance.","She underlined homogenity while reviewing the ""Being-alike"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Horrendous,,adjective,Describing something related to: Horrifying / shocking.,"She underlined horrendous while reviewing the ""Horrifying / shocking"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Hortatory,,adjective,Describing something related to: Persuade.,"In the ""Persuade"" word cluster, hortatory helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Hostility,,noun,"A person, thing, or quality related to: Aggressive / argumentative.","She underlined hostility while reviewing the ""Aggressive / argumentative"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Humane,,word,Willing to give or share freely; kind and generous.,Critics accused the firm of humane behavior during the shortage.,,,GRE|GMAT|IELTS,false,false
Humdrum,,word,A vocabulary term from the group: Ordinary / unoriginal (−).,"In the ""Ordinary / unoriginal (−)"" word cluster, humdrum helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Humongous,,adjective,Describing something related to: Huge / big.,"She underlined humongous while reviewing the ""Huge / big"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Hyperbole,,word,A vocabulary term from the group: Exaggerate.,"In the ""Exaggerate"" word cluster, hyperbole helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Hypocritical,,adjective,Describing something related to: Pretense of morality (−).,"She underlined hypocritical while reviewing the ""Pretense of morality (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Hypothetical,,adjective,Describing something related to: Guesswork / unproven theory.,"In the ""Guesswork / unproven theory"" word cluster, hypothetical helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Hysterical,,adjective,Describing something related to: Disturbed / agitated.,"In the ""Disturbed / agitated"" word cluster, hysterical helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Iconoclast,/aɪˈkɒn.ə.klæst/,noun,A person who attacks beliefs.,The iconoclast in the story refused to follow the crowd without question.,"rebel,dissenter","conformist,traditionalist",GRE,true,false
Idealogue,,word,A vocabulary term from the group: Dangerously extreme believer / loyalty.,The witness gave a idealogue account of what happened that night.,,,GRE|GMAT|IELTS,false,false
Ideology,,adjective,Describing something related to: Rule / principle / law.,"In the ""Rule / principle / law"" word cluster, ideology helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Idiosyncrasy,/ˌɪd.i.əˈsɪŋ.krə.si/,noun,A mode of behavior peculiar to an individual.,The idiosyncrasy in the story refused to follow the crowd without question.,"quirk,eccentricity","normality,convention",GRE,true,false
Ignominy,,adjective,Describing something related to: Disrepute / bad reputation.,"In the ""Disrepute / bad reputation"" word cluster, ignominy helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Illegible,,adjective,Describing something related to: Understand.,"She underlined illegible while reviewing the ""Understand"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Imbecile,,word,A vocabulary term from the group: Stupid / foolish.,Only a imbecile reader would miss the irony in that paragraph.,,,GRE|GMAT|IELTS,false,false
Immaculate,,verb,To act in a way related to the idea of: Perfect.,"In the ""Perfect"" word cluster, immaculate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Immune,,word,A vocabulary term from the group: Easily affected (−).,"She underlined immune while reviewing the ""Easily affected (−)"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Immure,,noun,"A person, thing, or quality related to: Punish.","She underlined immure while reviewing the ""Punish"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Immutable,/ɪˈmjuː.tə.bəl/,adjective,Unchanging over time.,"Critics called the proposal immutable, noting that it was unchanging over time.","fixed,constant","changeable,variable",GRE,true,false
Impasse,,word,At the final stage; concluding.,"In the ""Dead end"" word cluster, impasse helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Impassioned,,word,A vocabulary term from the group: Enthusiastic / excited.,"In the ""Enthusiastic / excited"" word cluster, impassioned helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Impassive,,adjective,Not alike; clearly different in nature or quality.,Urban and rural communities often have impassive needs during a crisis.,,,GRE|GMAT|IELTS,false,false
Impeccable,,adjective,Describing something related to: Perfect.,"She underlined impeccable while reviewing the ""Perfect"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Impecunious,/ˌɪm.pɪˈkjuː.ni.əs/,adjective,Having little money.,"In context, the word impecunious means having little money.","poor,penniless","wealthy,affluent",GRE,true,false
Impede,,word,A vocabulary term from the group: Restrict / stop / prevent.,"In the ""Restrict / stop / prevent"" word cluster, impede helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Impediment,,noun,"A person, thing, or quality related to: Restrict / stop / prevent.","In the ""Restrict / stop / prevent"" word cluster, impediment helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Imperative,,adjective,A sign or warning of future events.,Dark headlines gave an imperative picture of what lay ahead for the economy.,,,GRE|GMAT|IELTS,false,false
Imperceptible,,adjective,Describing something related to: To see.,"She underlined imperceptible while reviewing the ""To see"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Imperious,/ɪmˈpɪə.ri.əs/,adjective,Assuming power without justification.,The situation seemed imperious to anyone who read the full report.,"domineering,overbearing","submissive,humble",GRE,true,false
Impertinent,,adjective,Showing courage or bravery in the face of difficulty.,"She underlined impertinent while reviewing the ""Disrespectfully bold (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Imperturbable,/ˌɪm.pəˈtɜː.bə.bəl/,adjective,Unable to be upset.,"Critics called the proposal imperturbable, noting that it was unable to be upset.","composed,unflappable","agitated,nervous",GRE,true,false
Impervious,,adjective,Describing something related to: Cannot be defeated.,"She underlined impervious while reviewing the ""Cannot be defeated"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Impetuous,/ɪmˈpetʃ.u.əs/,adjective,Acting quickly without thought.,"Critics called the proposal impetuous, noting that it was acting quickly without thought.","impulsive,rash","cautious,deliberate",GRE,true,false
Impious,,adjective,Describing something related to: Disrespecting sacred things.,"In the ""Disrespecting sacred things"" word cluster, impious helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Implacable,/ɪmˈplæk.ə.bəl/,adjective,Unable to be placated.,The situation seemed implacable to anyone who read the full report.,"relentless,unforgiving","forgiving,merciful",GRE,true,false
Implicate,,verb,Express strong disapproval or criticism.,Editorials began to implicate the mayor for ignoring early warnings.,,,GRE|GMAT|IELTS,false,false
Implicit,/ɪmˈplɪs.ɪt/,adjective,Implied though not stated.,The situation seemed implicit to anyone who read the full report.,"implied,unspoken","explicit,stated",GRE|GMAT,true,false
Implore,,word,A vocabulary term from the group: Plead.,"In the ""Plead"" word cluster, implore helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Impolitic,,adjective,Describing something related to: Intelligent / wise.,It was a impolitic move to negotiate before costs rose further.,,opposite cluster,GRE|GMAT|IELTS,false,false
Importune,,word,A vocabulary term from the group: Plead.,"She underlined importune while reviewing the ""Plead"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Impoverish,,adjective,Describing something related to: Poor.,"In the ""Poor"" word cluster, impoverish helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Improbable,,adjective,Describing something related to: Practical / possible.,"She underlined improbable while reviewing the ""Practical / possible"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Improbity,,noun,"A person, thing, or quality related to: Immoral.","She underlined improbity while reviewing the ""Immoral"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Impromptu,,word,A vocabulary term from the group: Planned / x spontaneous.,"She underlined impromptu while reviewing the ""Planned / x spontaneous"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Improvise,,verb,To act in a way related to the idea of: Planned / x spontaneous.,"In the ""Planned / x spontaneous"" word cluster, improvise helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Imprudent,,adjective,Describing something related to: Intelligent / wise.,The mentor offered imprudent advice that changed her study habits.,,opposite cluster,GRE|GMAT|IELTS,false,false
Impudent,,adjective,Showing courage or bravery in the face of difficulty.,"In the ""Disrespectfully bold (−)"" word cluster, impudent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Impugn,,word,A vocabulary term from the group: Supporter / x enemy.,"In the ""Supporter / x enemy"" word cluster, impugn helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Inadvertently,,adjective,Describing something related to: Unintentionally.,"She underlined inadvertently while reviewing the ""Unintentionally"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Inalienable,,adjective,Describing something related to: Take away forcibly.,"In the ""Take away forcibly"" word cluster, inalienable helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Inane,,word,A vocabulary term from the group: Stupid / foolish.,The mentor offered inane advice that changed her study habits.,,,GRE|GMAT|IELTS,false,false
Inattentive,,adjective,Describing something related to: Alert.,"She underlined inattentive while reviewing the ""Alert"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Incarcerate,,verb,To act in a way related to the idea of: Punish.,"She underlined incarcerate while reviewing the ""Punish"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Incendiary,,adjective,Describing something related to: To stir up / revolt.,"In the ""To stir up / revolt"" word cluster, incendiary helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Incense,,word,"Full of anger, rage, or irritation.",Her incense reply showed she would not accept the excuse.,,,GRE|GMAT|IELTS,false,false
Inception,,noun,At the beginning; initial.,"She underlined inception while reviewing the ""Just beginning or developing"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Incessant,,adjective,At the final stage; concluding.,"In the ""Never ending / non stop"" word cluster, incessant helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Inchoate,/ɪnˈkəʊ.eɪt/,adjective,Just begun and not fully formed.,"In context, the word inchoate means just begun and not fully formed.","rudimentary,embryonic","developed,mature",GRE,true,false
Incidental,,adjective,Describing something related to: Unimportant / trivial.,"She underlined incidental while reviewing the ""Unimportant / trivial"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Incipient,,adjective,At the beginning; initial.,"She underlined incipient while reviewing the ""Just beginning or developing"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Incisive,,adjective,Describing something related to: Harsh / biting / sharp.,"In the ""Harsh / biting / sharp"" word cluster, incisive helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Incite,,word,A vocabulary term from the group: To stir up / revolt.,"In the ""To stir up / revolt"" word cluster, incite helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Inclusive,,adjective,Describing something related to: Include everything.,"In the ""Include everything"" word cluster, inclusive helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Incognito,,word,A vocabulary term from the group: Hide / cover / disguise.,"In the ""Hide / cover / disguise"" word cluster, incognito helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Incompatible,,adjective,Describing something related to: Agreement / harmony.,"She underlined incompatible while reviewing the ""Agreement / harmony"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Inconclusive,,adjective,Describing something related to: Sure / certain / x conditional.,"In the ""Sure / certain / x conditional"" word cluster, inconclusive helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Inconsequential,,adjective,Describing something related to: Unimportant / trivial.,"In the ""Unimportant / trivial"" word cluster, inconsequential helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Inconsiderable,,adjective,A sign or warning of future events.,Dark headlines gave an inconsiderable picture of what lay ahead for the economy.,,,GRE|GMAT|IELTS,false,false
Inconsistent,,adjective,Describing something related to: Fickle / fluctuating.,"She underlined inconsistent while reviewing the ""Fickle / fluctuating"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Incontrovertible,,adjective,Describing something related to: Sure / certain / x conditional.,"She underlined incontrovertible while reviewing the ""Sure / certain / x conditional"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Incorrigible,,adjective,Unwilling to change one's mind or course of action.,"She underlined incorrigible while reviewing the ""Stubborn (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Incriminate,,verb,Express strong disapproval or criticism.,Editorials began to incriminate the mayor for ignoring early warnings.,,,GRE|GMAT|IELTS,false,false
Indebted,,word,A vocabulary term from the group: Thankful / bound*.,"She underlined indebted while reviewing the ""Thankful / bound*"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Indecorous,,adjective,Describing something related to: Improper / inapropriate behaviour.,"She underlined indecorous while reviewing the ""Improper / inapropriate behaviour"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Indefatigable,/ˌɪn.dɪˈfæt.ɪ.ɡə.bəl/,adjective,Persisting tirelessly.,The situation seemed indefatigable to anyone who read the full report.,"tireless,unwavering","lethargic,weary",GRE,true,false
Indefensible,,adjective,Describing something related to: Proven to be right.,"In the ""Proven to be right"" word cluster, indefensible helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Indelible,,adjective,Describing something related to: Remove / destroy.,"In the ""Remove / destroy"" word cluster, indelible helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Indemnify,,adjective,Describing something related to: Correct / repair.,"She underlined indemnify while reviewing the ""Correct / repair"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Indict,,word,Expressing criticism or strong disapproval.,Editorials began to indict the mayor for ignoring early warnings.,,,GRE|GMAT|IELTS,false,false
Indigenous,/ɪnˈdɪdʒ.ɪ.nəs/,adjective,Originating naturally in a place.,The situation seemed indigenous to anyone who read the full report.,"native,local","foreign,imported",GRE|IELTS,true,false
Indigent,,adjective,Describing something related to: Poor.,"In the ""Poor"" word cluster, indigent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Indignation,,noun,"Full of anger, rage, or irritation.",Letters from voters grew increasingly indignation over the delay.,,,GRE|GMAT|IELTS,false,false
Indispensible,,adjective,A sign or warning of future events.,Dark headlines gave an indispensible picture of what lay ahead for the economy.,,,GRE|GMAT|IELTS,false,false
Indistinct,,word,A vocabulary term from the group: Unclear / hazy.,"She underlined indistinct while reviewing the ""Unclear / hazy"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Indomitable,,adjective,Describing something related to: Cannot be defeated.,"In the ""Cannot be defeated"" word cluster, indomitable helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Induce,,verb,To act in a way related to the idea of: Persuade.,"In the ""Persuade"" word cluster, induce helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Inductive,,adjective,Describing something related to: To infer.,"She underlined inductive while reviewing the ""To infer"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Indulge,,word,A vocabulary term from the group: Self control.,"In the ""Self control"" word cluster, indulge helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Industrious,,adjective,Describing something related to: Hard working (+).,"She underlined industrious while reviewing the ""Hard working (+)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Inefabble,,word,A vocabulary term from the group: Fluent / clear.,"In the ""Fluent / clear"" word cluster, inefabble helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Ineffectual,,adjective,Describing something related to: Ineffective.,"In the ""Ineffective"" word cluster, ineffectual helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Inept,,word,A vocabulary term from the group: Skillful.,"In the ""Skillful"" word cluster, inept helps you spot synonyms on test day.",,opposite cluster,GRE|GMAT|IELTS,false,false
Inevitable,,adjective,Describing something related to: Avoid / dodge.,"She underlined inevitable while reviewing the ""Avoid / dodge"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Inexorable,/ɪnˈeks.ər.ə.bəl/,adjective,Impossible to stop or prevent.,The situation seemed inexorable to anyone who read the full report.,"relentless,unstoppable","flexible,yielding",GRE,true,false
Infallible,,adjective,Describing something related to: Perfect.,"In the ""Perfect"" word cluster, infallible helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Infamy,,adjective,Describing something related to: Disrepute / bad reputation.,"In the ""Disrepute / bad reputation"" word cluster, infamy helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Infancy,,noun,At the beginning; initial.,"In the ""Just beginning or developing"" word cluster, infancy helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Infinitesimal,,adjective,Describing something related to: Small.,"In the ""Small"" word cluster, infinitesimal helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Infraction,,noun,"A temporary pause, break, or gap in continuity.","She underlined infraction while reviewing the ""Break a rule"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Infuriate,,verb,Make someone angry or irritated.,Letters from voters grew increasingly infuriate over the delay.,,,GRE|GMAT|IELTS,false,false
Ingenuous,/ɪnˈdʒen.ju.əs/,adjective,Innocent and unsuspecting.,"Critics called the proposal ingenuous, noting that it was innocent and unsuspecting.","naive,sincere","cunning,worldly",GRE,true,false
Ingrained,,word,A vocabulary term from the group: Inborn / firmly fixed.,"She underlined ingrained while reviewing the ""Inborn / firmly fixed"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Inherent,,adjective,Describing something related to: Inborn / firmly fixed.,"She underlined inherent while reviewing the ""Inborn / firmly fixed"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Inhibit,,word,A vocabulary term from the group: Restrict / stop / prevent.,"She underlined inhibit while reviewing the ""Restrict / stop / prevent"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Inimical,/ɪˈnɪm.ɪ.kəl/,adjective,Harmful or hostile in effect.,The climate proved inimical to crops that had thrived farther south.,"adverse,hostile","beneficial,friendly",GRE,false,false
Inimitable,,adjective,Describing something related to: Unmatched / unique.,"In the ""Unmatched / unique"" word cluster, inimitable helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Innate,,verb,To act in a way related to the idea of: Inborn / firmly fixed.,"She underlined innate while reviewing the ""Inborn / firmly fixed"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Innocuous,/ɪˈnɒk.ju.əs/,adjective,Not harmful or offensive.,The climate proved innocuous to crops that had thrived farther south.,"harmless,benign","harmful,offensive",GRE,true,false
Inscrutable,,adjective,Describing something related to: Puzzling.,"In the ""Puzzling"" word cluster, inscrutable helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Insidious,,adjective,Describing something related to: Harmful / curse.,"She underlined insidious while reviewing the ""Harmful / curse"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Insightful,,adjective,Describing something related to: Intelligent / wise.,It was a insightful move to negotiate before costs rose further.,,,GRE|GMAT|IELTS,false,false
Insincere,,word,Intended to mislead or deceive.,"In the ""Fake / deceptive"" word cluster, insincere helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Insipid,/ɪnˈsɪp.ɪd/,adjective,Lacking flavor or interest.,"Critics called the proposal insipid, noting that it was lacking flavor or interest.","bland,dull","flavorful,exciting",GRE,true,false
Insolent,,adjective,Showing courage or bravery in the face of difficulty.,"In the ""Disrespectfully bold (−)"" word cluster, insolent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Instigate,,verb,To act in a way related to the idea of: To stir up / revolt.,"In the ""To stir up / revolt"" word cluster, instigate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Insular,/ˈɪn.sjə.lər/,adjective,Ignorant of cultures outside one's own.,"In context, the word insular means ignorant of cultures outside one's own.","narrow-minded,provincial","cosmopolitan,open",GRE,true,false
Insurgent,,adjective,Describing something related to: Rebellious / unconventional.,"She underlined insurgent while reviewing the ""Rebellious / unconventional"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Insurrection,,noun,"A person, thing, or quality related to: Rebellious / unconventional.","She underlined insurrection while reviewing the ""Rebellious / unconventional"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Intangible,,adjective,"Lacking strength, power, or effectiveness.","She underlined intangible while reviewing the ""Weak / fragile"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Integrate,,verb,To act in a way related to the idea of: Combine.,"She underlined integrate while reviewing the ""Combine"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Integrity,,noun,"A person, thing, or quality related to: Immoral.","She underlined integrity while reviewing the ""Immoral"" group in her notes.",,opposite cluster,GRE|GMAT|IELTS,false,false
Intelligible,,adjective,Describing something related to: Understand.,"In the ""Understand"" word cluster, intelligible helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Intentional,,adjective,Describing something related to: Planned / x spontaneous.,"She underlined intentional while reviewing the ""Planned / x spontaneous"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Interminable,,adjective,At the final stage; concluding.,"In the ""Never ending / non stop"" word cluster, interminable helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Intermittent,,adjective,Describing something related to: Irregular / periodically.,"She underlined intermittent while reviewing the ""Irregular / periodically"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Intertwined,,word,A vocabulary term from the group: Having twists / turns / complex.,Colleagues intertwined her calm leadership during the merger.,,,GRE|GMAT|IELTS,false,false
Intimidate,,verb,Cause fear or intimidation.,"The steep mountain path looked intimidate, but the guide reassured the group.",,,GRE|GMAT|IELTS,false,false
Intractable,,adjective,Unwilling to change one's mind or course of action.,"She underlined intractable while reviewing the ""Stubborn (−)"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Intransigent,,adjective,Unwilling to change one's mind or course of action.,"In the ""Stubborn (−)"" word cluster, intransigent helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Intrepid,,word,Showing courage or bravery in the face of difficulty.,"She underlined intrepid while reviewing the ""Brave"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Intrigue,,word,A vocabulary term from the group: Puzzling.,"She underlined intrigue while reviewing the ""Puzzling"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Intrinsic,,adjective,Describing something related to: Inborn / firmly fixed.,"She underlined intrinsic while reviewing the ""Inborn / firmly fixed"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Introspect,,word,A vocabulary term from the group: To think deeply.,"She underlined introspect while reviewing the ""To think deeply"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Intrude,,word,A vocabulary term from the group: Enter without permission.,"She underlined intrude while reviewing the ""Enter without permission"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Inundate,,verb,To act in a way related to the idea of: Excess.,"In the ""Excess"" word cluster, inundate helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Inure,,noun,"A person, thing, or quality related to: Used to.","She underlined inure while reviewing the ""Used to"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Invective,/ɪnˈvek.tɪv/,noun,Insulting or abusive language.,The passage defines invective as insulting or abusive language.,"abuse,denunciation","praise,flattery",GRE,true,false
Inveterate,/ɪnˈvet.ər.ət/,adjective,Having a habit unlikely to change.,The twins chose inveterate career paths despite growing up in the same town.,"habitual,chronic","occasional,infrequent",GRE,true,false
Invigorating,,word,A vocabulary term from the group: Energizing.,"She underlined invigorating while reviewing the ""Energizing"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Invincible,,adjective,Describing something related to: Cannot be defeated.,"She underlined invincible while reviewing the ""Cannot be defeated"" group in her notes.",,,GRE|GMAT|IELTS,false,false
Involved,,word,A vocabulary term from the group: Having twists / turns / complex.,The coach took a moment to involved the team for its hard work.,,,GRE|GMAT|IELTS,false,false
Irascible,/ɪˈræs.ɪ.bəl/,adjective,Having a tendency to be angry.,"Critics called the proposal irascible, noting that it was having a tendency to be angry.","irritable,testy","calm,placid",GRE,true,false
Irate,,verb,Make someone angry or irritated.,The unfair ruling left the crowd irate and restless.,,,GRE|GMAT|IELTS,false,false
Ire,,word,"Full of anger, rage, or irritation.",The unfair ruling left the crowd ire and restless.,,,GRE|GMAT|IELTS,false,false
Irksome,,adjective,"Full of anger, rage, or irritation.",Her irksome reply showed she would not accept the excuse.,,,GRE|GMAT|IELTS,false,false
Ironic,,adjective,Describing something related to: Contradict itself.,"In the ""Contradict itself"" word cluster, ironic helps you spot synonyms on test day.",,,GRE|GMAT|IELTS,false,false
Irony,,adjective,Describing something related to: Contradict itself.,"She underlined irony while reviewing the ""Contradict itself"" group in her notes.",,,GRE|GMAT|IELTS,false,false
